Company,Job,Location,Salary,Skills
Vencore,Journeyman - Data Scientist,"Springfield, VA",0,
Engility Corporation,DASD SE Operations Research Analyst - Program Metrics and TP...,"Alexandria, VA 22314 (Southwest Quadrant area)",0,
Meso Scale Diagnostics,Scientist III,"Gaithersburg, MD 20877",0,
ICF,Business Analyst,"Arlington, VA",0,
Consolidated Safety Services,Environmental Science Data Manager,"Silver Spring, MD",0,
Cardinal Consulting Group,Data Architect,"Washington, DC","$65,000 a year",SQL Python Tableau Java VBA visualization
"Incept Data Solutions, Inc",Material Engineer (Fibers)/Scientist/Fabric Engg/DoD 5000.02...,"Fort Belvoir, VA",0,
Dynamac Corporation,Environmental Science Data Manager,"Silver Spring, MD",0,
Evidera,"Senior Statistician - Modeling & Simulation – Bethesda, MD","Bethesda, MD",0,
ICF,Greenhouse Gas Mitigation and Sustainability Associate,"Washington, DC",0,
QIAGEN,Immunoassay Scientist,"Germantown, MD",0,
Selby Jennings,Data Scientist,"Alexandria, VA","$125,000 - $175,000 a year",SQL Python Java Matlab Hadoop Hive Spark MongoDB machine learning
Vencore,Predictive Modeling Analyst II,"Chantilly, VA",0,
"Global Science & Technology, Inc.",HPC Science Programmer,"Greenbelt, MD",0,
Decypher Technologies,Research Protocol Specialist,"Bethesda, MD",0,
USM Business Systems,Remote position: Principle Data Engineer,"Bethesda, MD",0,
MicroHealth LLC,Business Development Research Analyst - Entry Level,"Vienna, VA",0,
Striker Pierce LLC,Research Analyst,"Washington, DC","$36,000 a year",
Constellation West,Operations Research Analyst,"Fort Meade, MD 20755",0,
Intelligent Automation,Research Scientist - Signal Processing,"Rockville, MD 20855",0,
AstraZeneca,"Associate Scientist I -- (Gaithersburg, MD)","Gaithersburg, MD",0,
MOJA,Data Scientist,"Chantilly, VA",0,
Wiser,Data Scientist,"Springfield, VA",0,
General Dynamics Information Technology,IT Asset Manager,"Suitland, MD",0,
Booz Allen Hamilton,"CS Data Scientist, Mid","Alexandria, VA",0,
Capital One,"Master Software Engineer, Front End","Arlington, VA",0,
CACI,Machine Learning Analyst / Data Scientist,"Herndon, VA 20171",0,
The Aerospace Corporation,Software Ground Systems Engineer,"Chantilly, VA 20151",0,
Child Trends,Research Fellow,"Bethesda, MD 20814",0,
BitVoyant,Data Scientist,"Rosslyn, VA",0,
Applied Communication Sciences,Software Developer (Python),"College Park, MD",0,
Mars Symbioscience,Quality Assurance Scientist,"Germantown, MD",0,
ICF,Finance & Administration Analyst,"Fairfax, VA",0,
Engility Corporation,Storage Engineer,"College Park, MD 20740",0,
Capital One,API Quality Product Manager - API Center of Excellence,"Vienna, VA",0,
"EurekaFacts, LLC",Research Analyst,"Rockville, MD",0,
ICF,Software Application Developer,"Rockville, MD",0,
Consumer Financial Protection Bureau,Supervisory IT Specialist (DATAMGT),"Washington, DC","$111,684 - $203,633 a year",SQL Python Java
Social & Scientific Systems Inc.,Principal Research Scientist - Evaluation,"Silver Spring, MD 20910",0,
ICF,Senior Business Analyst,"Arlington, VA",0,
Exponent,Associate,"Bowie, MD",0,
Areté Associates,Computational Scientist,"Arlington, VA",0,
Vencore,Operations Research Analyst Technical Specialist,"Silver Spring, MD",0,
The Henry M. Jackson Foundation for the Advancemen...,Protocol/Technical Writer (211711),"Rockville, MD",0,
MedImmune,"Scientist II, Analytical Science -- (Gaithersburg, MD)","Gaithersburg, MD 20878",0,
OGSystems,Operations Research Analyst,"Fort Meade, MD",0,
ICF,Cybersecurity Threat Analyst,"Adelphi, MD",0,
I.M. Systems Group (IMSG),Support Scientist – Monsoon Desk,"College Park, MD",0,
Leidos,"Associate Scientist, Digital Pathology (NCI)","Gaithersburg, MD 20878",0,
"ENSCO, Inc.",Physical Scientist,"Springfield, VA 22151",0,
Aeras,"Scientist, Pre-Clinical Models and Biomarker Discovery","Rockville, MD",0,
Universities Space Research Association,Visiting Remote Sensing Scientist,"Greenbelt, MD",0,
Institute for Defense Analyses,Economist,"Alexandria, VA 22311 (Alexandria Wrest area)",0,
ANALYTICA,Project Manager,"Washington, DC 20036 (Downtown area)",0,
The Tauri Group,DARPA SETA Staff Engineer/Scientist – Junior,"Alexandria, VA",0,
Accenture Federal,Data Warehouse/ETL Developer - TS/SCI clearance required,"Springfield, VA",0,
Clinical Research Management,Bioanalytical Scientist,"Silver Spring, MD",0,
The Nature Conservancy,Geospatial Analyst,"Arlington, VA 22203 (Bluemont area)",0,
Intelligent Automation,Research Scientist - Cyber Security,"Rockville, MD 20855",0,
The Johns Hopkins Applied Physics Laboratory,Data Scientist Manager,"Laurel, MD",0,
The Advisory Board Company,"Analyst, EAB Strategic Research","Washington, DC",0,
ICF,Linux Systems Engineer,"Adelphi, MD",0,
SAIC,USCYBERCOM - Operations Research Analyst III Job,"Fort Meade, MD",0,
ICF,Monitoring & Evaluation Technical Specialist - Malaria Resea...,"Rockville, MD",0,
Knowesis Inc.,Junior Statistician/Survey Methodologist-SAMHSA,"Fairfax, VA 22031",0,
IHS Markit,Data Scientist ( Machine Learning),"Washington, DC",0,
"Global Science & Technology, Inc.",Senior Science Communicator,"Washington, DC",0,
National Association of REALTORS,Research Data Scientist,"Washington, DC 20001 (Shaw area)",0,
ICF,ClinicalTrials.gov Results Analyst,"Bethesda, MD",0,
EMD,Associate Scientist - Virology,"Rockville, MD",0,
Knowesis Inc.,Senior Statistician/Survey Methodologist-SAMHSA,"Fairfax, VA 22031",0,
Leidos,Quantitative Statistical Analyst,"Washington, DC",0,
Capital One,Principal Quantitative Analyst,"McLean, VA",0,
IBM Kenexa,Advanced Analytics Data Scientist,"Washington, DC",0,
DDL OMNI Engineering,Scientist 6,"Bethesda, MD",0,
Clinical Research Management,Behavioral Pharm Research Scientist,"Silver Spring, MD",0,
ICF,Pricing Analyst,"Fairfax, VA",0,
National Opinion Research Center (NORC),Senior Research Analyst - Public Health Research,"Bethesda, MD",0,
CNA Corp.,Research Analyst,"Arlington, VA 22201 (Lyon Village area)",0,
US Pharmacopeia,(Associate) Scientific Liaison-Chemical Medicines (WP),"Rockville, MD 20852",0,
DataRobot,Federal - Customer Facing Data Scientist,"Washington, DC",0,
Human Resources Research Organization,Research Scientist - JUL16-02,"Alexandria, VA",0,
Booz Allen Hamilton,Cyber Research Scientist,"Alexandria, VA",0,
Parsons Corporation,Modeling and Simulation Developer,"Suitland, MD",0,
Novetta,Data Scientist/Data Engineer,"National Harbor, MD",0,
xentity corporation,Government Services Solution Architect,"Washington, DC",0,
ASRC Federal,Scheduler/Planner II,"Greenbelt, MD",0,
Inova Institute of Res & Educ,BUSINESS ANALYST - Research Billing,"Falls Church, VA",0,
NantWorks,"Principal Scientist, Clinical Assay Development","Rockville, MD 20850",0,
Merck KGaA,Associate Scientist - Virology,"Rockville, MD",0,
Bechtel,Data Scientist Job,"Reston, VA",0,
Capital One,"Master Software Engineer, Back End","Arlington, VA",0,
LivingSocial,Data Scientist,"Washington, DC",0,
Valador,EEODIS Software Engineer 109,"Riverdale, MD 20737",0,
Valador,EODIS Software Engineer 110,"Riverdale, MD 20737",0,
"Wiss, Janney, Elstner Associates",Student Intern - Architect or Engineer,"Fairfax, VA 22031",0,
VHB,Transportation Planner,"Vienna, VA 22182",0,
Systems Planning and Analysis,Senior Operations Research Analyst (JTAAD/SPAG),"Alexandria, VA 22311 (Alexandria Wrest area)",0,
ICF,Senior Data Analytics/BI Project Manager,"Fairfax, VA",0,
FiscalNote,"Software Engineer, Web Applications","Washington, DC",0,
Wyle Laboratories,Human Resources SME,"Anacostia, DC",0,
i_SW Corp,Mathematician / Statistician,"Arlington, VA",0,
Merck KGaA,Scientist - Immunoassay,"Rockville, MD",0,
RGS,Survey Researcher,"Springfield, VA",0,
Booz Allen Hamilton,"Research Analyst, Mid","Alexandria, VA",0,
"Quantum Research International, Inc.",Sr. Analyst/ Operations Research Officers (OROs),"Arlington, VA 22209 (Radnor-Ft Myer Heights area)",0,
Engility Corporation,Cost Analyst,"Washington, DC 20376 (Brentwood area)",0,
CNA Corp.,Associate Research Analyst,"Arlington, VA 22201 (Lyon Village area)",0,
Prescient,Statistical Analyst (SA),"McLean, VA",0,
2M Research Services,Senior Qualitative Research Analyst,"Washington, DC 20006 (Foggy Bottom area)",0,
"University Research Co., LLC.",Maryland Proposals SAMHSA - Senior Statistician/Survey Metho...,"Bethesda, MD 20814",0,
AstraZeneca,"Director Health Informatics, Gaithersburg, MD","Gaithersburg, MD",0,
Accenture,Federal - Analytics Research and Development Analyst,"Rosslyn, VA",0,
Schafer Corporation,Operations Research Analyst,"Washington, DC",0,
Engility Corporation,Jr. Operations Research/Data Analyst,"McLean, VA",0,
Booz Allen Hamilton,"Research Analyst, Lead","Washington, DC",0,
Hilton Corporate,"HR Data Scientist Manager, People Analytics","McLean, VA",0,
"Truven Health Analytics, an IBM Company",Senior Research Analyst,"Bethesda, MD",0,
"Truven Health Analytics, Inc. & Simpler Consulting",Senior Research Analyst,"Bethesda, MD 20814",0,
Booz Allen Hamilton,Geospatial Analyst,"Springfield, VA",0,
"Metron, Inc.",Operations Research Analyst,"Arlington, VA",0,
"US Department of Commerce, Commerce Data Service",Head of Software Engineering,"Washington, DC 20230 (Downtown area)",0,
Management Sciences for Health,Spring No More Epidemics Campaign Internship,"Arlington, VA 22203 (Bluemont area)",0,
Cloudburst Consulting Group Inc,Sr. Research Analyst,"Landover, MD",0,
ICF,"Customer Journey Mapping, Consulting Manager","Fairfax, VA",0,
Engility Corporation,Sr. Computer Scientist,"Annapolis Junction, MD 20701",0,
"AceInfo Solutions, Inc",Scientific Programmer,"Silver Spring, MD",0,
The National Center for Advancing Translational Sc...,"Research Scientist, Biologics Development","Rockville, MD",0,
Vencore,Sr. Program Engineer - Scientist,"Arlington, VA",0,
ICF,Transportation Analyst,"Washington, DC",0,
The Johns Hopkins Applied Physics Laboratory,Cognitive and Experimental Neuroscientist,"Laurel, MD",0,
Engility Corporation,Sr. Operations Research/Cost Analyst,"McLean, VA",0,
The Aerospace Corporation,Space & Ground Systems Project Engineer,"McLean, VA 22102",0,
The Johns Hopkins Applied Physics Laboratory,Junior Research Analyst - MATLAB / Python / C++,"Laurel, MD",0,
"The Upside Travel Company, LLC","Vice President, Customer Acquisition","Washington, DC",0,
ICF,ETL/Data Scientist,"Fairfax, VA",0,
ERPi,"Senior Statistician, Veterans Experience Office","Washington, DC",0,
Reed Elsevier,"Solutions Sales Manager Gov't , W DC","Washington, DC",0,
Mars,Supplier Quality Assurance Scientist,"Germantown, MD 20876",0,
Booz Allen Hamilton,Data Scientist / Curator,"Alexandria, VA",0,
Child Trends,Research Analyst - Adolescent Health,"Bethesda, MD 20814",0,
Knowesis Inc.,Senior Statistical Programmer -SAMSHA,"Fairfax, VA 22031",0,
ICF,Linux Cloud Engineer,"Adelphi, MD",0,
American Geophysical Union,"Assistant Director, Content and Analysis","Washington, DC 20009 (U Street Corridor area)",0,
Meso Scale Diagnostics,"Scientist III, Mass Spectrometry","Gaithersburg, MD 20877",0,
Freddie Mac,Financial Model Develoment Senior,"McLean, VA 22102",0,
Leidos,Junior Application Developer,"Bethesda, MD 20813",0,
BluVector Cyber,Applied Malware Researcher,"Millersville, MD",0,
The Johns Hopkins Applied Physics Laboratory,Atmospheric Scientists/Physical Oceanographer,"Laurel, MD",0,
Knowesis Inc.,Senior Research Analyst-SAMSHA,"Fairfax, VA 22031",0,
Merck KGaA,Associate Scientist - In Vivo Biologics,"Rockville, MD",0,
U.S. Department of Labor,Economist or Statistician,"Washington, DC","$64,650 - $84,044 a year",Java Ph.D
Leidos,Scientific Information Analyst,"Bethesda, MD 20813",0,
CNA Corp.,Research Scientist - China Studies,"Arlington, VA 22201 (Lyon Village area)",0,
Lockheed Martin,Computer Information Research Scientist Sr.,"Arlington, VA",0,
The Freedonia Group,Research Analyst,"Rockville, MD 20852",0,
Arch Capital Group Ltd.,"Sr Manager/Director, Data Scientist","Washington, DC",0,
GEICO,"Competitive Intelligence Analyst - Business Analyst, Researc...","Chevy Chase, MD",0,
CSG Solutions,OSINT Research Analyst - EXPERT,"Washington, DC",0,
George Washington University,Machine Learning/Data Mining Adjunct Professor,"Washington, DC",0,
Vencore,Statistician I,"McLean, VA",0,
"Quadrint, Inc.",ETL Developer,"Springfield, VA",0,
Booz Allen Hamilton,Database Engineer,"Arlington, VA",0,
Mid-Atlantic Permanente Medical Group,Research Data Analyst I,"Rockville, MD",0,
Cushman & Wakefield,Research Analyst,"Bethesda, MD 20814",0,
Evidera,"Research Scientist - Meta Research - Bethesda, MD","Bethesda, MD",0,
BYK-Gardner USA,"Service Coordinator (data analysis, administrative)","Columbia, MD 21046",0,
T3 Trading Group LLC,Statistical Pairs Trading Positions,"Washington, DC",0,
The Henry M. Jackson Foundation for the Advancemen...,Research Assistant,"Silver Spring, MD",0,
Engility Corporation,Sr. Operations Research/Decision Support Analyst,"McLean, VA",0,
The Aerospace Corporation,Human Space Flight Program Analyst,"Crystal City, VA",0,
CEB,Research Analyst/ Sr. Research Analyst,"Washington, DC",0,
Inova Institute of Res & Educ,RESEARCH CONTRACTS ANALYST,"Falls Church, VA",0,
FRANdata,Junior Research Analyst,"Arlington, VA 22203 (Bluemont area)",0,
"Infused Solutions, LLC",Administrative Support Specialist,"Bethesda, MD",$20.93 an hour,
"Deltek, Inc.",Principal Federal Research Analyst,"Herndon, VA",0,
xentity corporation,CPIC Business Case Support Analyst,"Reston, VA",0,
"ClearEdge IT Solutions, LLC",Software Engineer - Big Data / Machine Learning (Mid-Level),"Jessup, MD",0,
Mars,Senior Analytical Research Scientist,"Germantown, MD 20876",0,
MedImmune,"Associate Scientist I -- (Gaithersburg, MD)","Gaithersburg, MD 20878",0,
Mitre Corporation,"Software Engineer, Remote Sensing","McLean, VA",0,
Leidos,Research Scientist IV,"McLean, VA",0,
National Opinion Research Center (NORC),Senior Research Analyst - Health Informatics,"Bethesda, MD",0,
Booz Allen Hamilton,"Defense Research Analyst, Senior","Washington, DC",0,
Northrop Grumman,Metadata Scientist 2/3,"McLean, VA",0,
AstraZeneca,"Scientist I/Scientist II, Antibody Drug Conjugate/Bio-conjug...","Gaithersburg, MD",0,
KGS,Research Analyst,"Fairfax, VA 22031",0,
PIN Consulting,Connectivity and Communications Team Lead,"Bethesda, MD 20892",0,
Intelligent Automation,Research Scientist - Computational Fluid Dynamics (CFD),"Rockville, MD 20855",0,
ECS Federal LLC,Mid Level Systems/Operations Research Analyst,"Washington, DC",0,
Wiser,Image Scientist,"Springfield, VA",0,
Elite Technical Services,Data Architect and Engineering with Security Clearance,"Bolling AFB, DC","$120,000 - $190,000 a year",
ASRC Federal,Documentation Specialist,"Greenbelt, MD",0,
"E3 Federal Solutions, LLC",Senior Operations Research Analyst DODP12,"Arlington, VA",0,
AstraZeneca,"Scientist II, Analytical Science -- (Gaithersburg, MD)","Gaithersburg, MD",0,
ICF,Process Improvement Specialist,"Washington, DC",0,
ICF,Technical Business Analyst,"Washington, DC",0,
"University Research Co., LLC.",Maryland Proposal SAMHSA - Senior Research Analyst,"Bethesda, MD 20814",0,
xentity corporation,Geospatial Architect,"Washington, DC",0,
Hanover Research,"Research Analyst, Quantitative Research- Market Research","Arlington, VA 22203 (Bluemont area)",0,
"Illumina, Inc.",Sequencing and Data Analysis Sales Specialist - East,"Washington, DC",0,
New America,Spring 2017- Communications Intern (Paid or for credit),"Washington, DC 20005 (Logan Circle area)",0,
Booz Allen Hamilton,Human Language Translation Research Analyst,"College Park, MD 20740",0,
Centra Technology,China Policy Research Analyst,"Tysons Corner, VA",0,
EMD,Scientific Studies Report Writer - Entry level,"Rockville, MD",0,
"Sahana, LLC",Bioinformatics Scientist,"Bethesda, MD 20814",0,
Merck KGaA,Scientific Studies Report Writer - Entry level,"Rockville, MD",0,
American Association for Cancer Research,Senior Science Policy Analyst,"Washington, DC",0,
Intelligent Automation,Research Scientist - Prognostics and Health Management,"Rockville, MD 20855",0,
CACI,Counter-WMD Biological Engineer/Scientist,"Reston, VA 20191",0,
2M Research Services,Social Science Research Analyst,"Washington, DC 20006 (Foggy Bottom area)",0,
Systems Planning and Analysis,Summer Internship/Operations Research Analyst (SSAG),"Alexandria, VA 22311 (Alexandria Wrest area)",0,
The Rock Creek Group,Data Scientist Intern,"Washington, DC 20036 (Downtown area)",0,
Social & Scientific Systems Inc.,Research Assistant I,"Silver Spring, MD 20910",0,
Barone Consulting,Computer Vision Scientist,"Springfield, VA",0,
Advanced Bioscience Laboratories,Sr. Scientist: Downstream Process Development,"Rockville, MD 20850",0,
ICF,Jr Modeler - Associate,"Fairfax, VA",0,
